image_id,file_path,label,kfolds,label_encoded
hand1_0_top_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand1_0_top_seg_2_cropped.jpeg,0,2,0
hand1_0_top_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand1_0_top_seg_3_cropped.jpeg,0,3,0
hand1_0_top_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand1_0_top_seg_4_cropped.jpeg,0,2,0
hand1_0_top_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand1_0_top_seg_5_cropped.jpeg,0,0,0
hand2_0_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_bot_seg_1_cropped.jpeg,0,3,0
hand2_0_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_bot_seg_2_cropped.jpeg,0,2,0
hand2_0_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_bot_seg_3_cropped.jpeg,0,3,0
hand2_0_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_bot_seg_4_cropped.jpeg,0,3,0
hand2_0_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_bot_seg_5_cropped.jpeg,0,1,0
hand2_0_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_dif_seg_1_cropped.jpeg,0,4,0
hand2_0_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_dif_seg_2_cropped.jpeg,0,2,0
hand2_0_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_dif_seg_3_cropped.jpeg,0,1,0
hand2_0_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_dif_seg_4_cropped.jpeg,0,2,0
hand2_0_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_dif_seg_5_cropped.jpeg,0,0,0
hand2_0_left_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_left_seg_1_cropped.jpeg,0,3,0
hand2_0_left_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_left_seg_2_cropped.jpeg,0,0,0
hand2_0_left_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_left_seg_3_cropped.jpeg,0,1,0
hand2_0_left_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_left_seg_4_cropped.jpeg,0,0,0
hand2_0_left_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_left_seg_5_cropped.jpeg,0,3,0
hand2_0_right_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_right_seg_1_cropped.jpeg,0,0,0
hand2_0_right_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_right_seg_2_cropped.jpeg,0,2,0
hand2_0_right_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_right_seg_3_cropped.jpeg,0,4,0
hand2_0_right_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_right_seg_4_cropped.jpeg,0,4,0
hand2_0_right_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_right_seg_5_cropped.jpeg,0,4,0
hand2_0_top_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_top_seg_1_cropped.jpeg,0,1,0
hand2_0_top_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_top_seg_2_cropped.jpeg,0,1,0
hand2_0_top_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_top_seg_3_cropped.jpeg,0,2,0
hand2_0_top_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_top_seg_4_cropped.jpeg,0,1,0
hand2_0_top_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand2_0_top_seg_5_cropped.jpeg,0,3,0
hand3_0_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand3_0_dif_seg_1_cropped.jpeg,0,1,0
hand3_0_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand3_0_dif_seg_2_cropped.jpeg,0,4,0
hand3_0_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand3_0_dif_seg_3_cropped.jpeg,0,4,0
hand3_0_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand3_0_dif_seg_4_cropped.jpeg,0,0,0
hand3_0_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand3_0_dif_seg_5_cropped.jpeg,0,2,0
hand4_0_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand4_0_bot_seg_1_cropped.jpeg,0,4,0
hand4_0_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand4_0_bot_seg_2_cropped.jpeg,0,4,0
hand4_0_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand4_0_bot_seg_3_cropped.jpeg,0,2,0
hand4_0_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand4_0_bot_seg_4_cropped.jpeg,0,2,0
hand4_0_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand4_0_bot_seg_5_cropped.jpeg,0,3,0
hand5_0_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_bot_seg_1_cropped.jpeg,0,4,0
hand5_0_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_bot_seg_2_cropped.jpeg,0,0,0
hand5_0_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_bot_seg_3_cropped.jpeg,0,3,0
hand5_0_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_bot_seg_4_cropped.jpeg,0,1,0
hand5_0_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_bot_seg_5_cropped.jpeg,0,0,0
hand5_0_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_dif_seg_1_cropped.jpeg,0,1,0
hand5_0_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_dif_seg_2_cropped.jpeg,0,1,0
hand5_0_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_dif_seg_3_cropped.jpeg,0,4,0
hand5_0_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_dif_seg_4_cropped.jpeg,0,1,0
hand5_0_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\0\hand5_0_dif_seg_5_cropped.jpeg,0,3,0
hand1_1_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_bot_seg_1_cropped.jpeg,1,1,1
hand1_1_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_bot_seg_2_cropped.jpeg,1,1,1
hand1_1_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_bot_seg_3_cropped.jpeg,1,0,1
hand1_1_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_bot_seg_4_cropped.jpeg,1,0,1
hand1_1_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_bot_seg_5_cropped.jpeg,1,0,1
hand1_1_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_dif_seg_1_cropped.jpeg,1,2,1
hand1_1_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_dif_seg_2_cropped.jpeg,1,4,1
hand1_1_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_dif_seg_3_cropped.jpeg,1,4,1
hand1_1_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_dif_seg_4_cropped.jpeg,1,4,1
hand1_1_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_dif_seg_5_cropped.jpeg,1,2,1
hand1_1_left_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_left_seg_1_cropped.jpeg,1,3,1
hand1_1_left_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_left_seg_2_cropped.jpeg,1,0,1
hand1_1_left_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_left_seg_3_cropped.jpeg,1,2,1
hand1_1_left_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_left_seg_4_cropped.jpeg,1,0,1
hand1_1_left_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_left_seg_5_cropped.jpeg,1,1,1
hand1_1_right_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_right_seg_1_cropped.jpeg,1,4,1
hand1_1_right_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_right_seg_2_cropped.jpeg,1,1,1
hand1_1_right_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_right_seg_3_cropped.jpeg,1,0,1
hand1_1_right_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_right_seg_4_cropped.jpeg,1,3,1
hand1_1_right_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_right_seg_5_cropped.jpeg,1,2,1
hand1_1_top_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_top_seg_1_cropped.jpeg,1,2,1
hand1_1_top_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_top_seg_2_cropped.jpeg,1,3,1
hand1_1_top_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_top_seg_3_cropped.jpeg,1,1,1
hand1_1_top_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_top_seg_4_cropped.jpeg,1,1,1
hand1_1_top_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand1_1_top_seg_5_cropped.jpeg,1,4,1
hand2_1_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_bot_seg_1_cropped.jpeg,1,2,1
hand2_1_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_bot_seg_2_cropped.jpeg,1,0,1
hand2_1_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_bot_seg_3_cropped.jpeg,1,2,1
hand2_1_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_bot_seg_4_cropped.jpeg,1,3,1
hand2_1_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_bot_seg_5_cropped.jpeg,1,2,1
hand2_1_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_dif_seg_1_cropped.jpeg,1,1,1
hand2_1_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_dif_seg_2_cropped.jpeg,1,1,1
hand2_1_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_dif_seg_3_cropped.jpeg,1,4,1
hand2_1_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_dif_seg_4_cropped.jpeg,1,0,1
hand2_1_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_dif_seg_5_cropped.jpeg,1,3,1
hand2_1_left_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_left_seg_1_cropped.jpeg,1,3,1
hand2_1_left_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_left_seg_2_cropped.jpeg,1,3,1
hand2_1_left_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_left_seg_3_cropped.jpeg,1,1,1
hand2_1_left_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_left_seg_4_cropped.jpeg,1,0,1
hand2_1_left_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_left_seg_5_cropped.jpeg,1,2,1
hand2_1_right_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_right_seg_1_cropped.jpeg,1,2,1
hand2_1_right_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_right_seg_2_cropped.jpeg,1,2,1
hand2_1_right_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_right_seg_3_cropped.jpeg,1,3,1
hand2_1_right_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_right_seg_4_cropped.jpeg,1,1,1
hand2_1_right_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_right_seg_5_cropped.jpeg,1,0,1
hand2_1_top_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_top_seg_1_cropped.jpeg,1,3,1
hand2_1_top_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_top_seg_2_cropped.jpeg,1,0,1
hand2_1_top_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_top_seg_3_cropped.jpeg,1,3,1
hand2_1_top_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_top_seg_4_cropped.jpeg,1,3,1
hand2_1_top_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand2_1_top_seg_5_cropped.jpeg,1,4,1
hand3_1_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand3_1_dif_seg_1_cropped.jpeg,1,0,1
hand3_1_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand3_1_dif_seg_2_cropped.jpeg,1,0,1
hand3_1_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand3_1_dif_seg_3_cropped.jpeg,1,4,1
hand3_1_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand3_1_dif_seg_4_cropped.jpeg,1,0,1
hand3_1_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand3_1_dif_seg_5_cropped.jpeg,1,4,1
hand4_1_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand4_1_bot_seg_1_cropped.jpeg,1,4,1
hand4_1_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand4_1_bot_seg_2_cropped.jpeg,1,2,1
hand4_1_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand4_1_bot_seg_3_cropped.jpeg,1,2,1
hand4_1_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand4_1_bot_seg_4_cropped.jpeg,1,3,1
hand4_1_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand4_1_bot_seg_5_cropped.jpeg,1,4,1
hand5_1_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_bot_seg_1_cropped.jpeg,1,4,1
hand5_1_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_bot_seg_2_cropped.jpeg,1,4,1
hand5_1_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_bot_seg_3_cropped.jpeg,1,1,1
hand5_1_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_bot_seg_4_cropped.jpeg,1,1,1
hand5_1_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_bot_seg_5_cropped.jpeg,1,1,1
hand5_1_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_dif_seg_1_cropped.jpeg,1,3,1
hand5_1_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_dif_seg_2_cropped.jpeg,1,2,1
hand5_1_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_dif_seg_3_cropped.jpeg,1,4,1
hand5_1_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_dif_seg_4_cropped.jpeg,1,1,1
hand5_1_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\1\hand5_1_dif_seg_5_cropped.jpeg,1,3,1
hand1_2_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_bot_seg_1_cropped.jpeg,2,1,2
hand1_2_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_bot_seg_2_cropped.jpeg,2,0,2
hand1_2_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_bot_seg_3_cropped.jpeg,2,0,2
hand1_2_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_bot_seg_4_cropped.jpeg,2,0,2
hand1_2_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_bot_seg_5_cropped.jpeg,2,4,2
hand1_2_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_dif_seg_1_cropped.jpeg,2,3,2
hand1_2_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_dif_seg_2_cropped.jpeg,2,2,2
hand1_2_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_dif_seg_3_cropped.jpeg,2,1,2
hand1_2_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_dif_seg_4_cropped.jpeg,2,3,2
hand1_2_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_dif_seg_5_cropped.jpeg,2,2,2
hand1_2_left_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_left_seg_1_cropped.jpeg,2,4,2
hand1_2_left_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_left_seg_2_cropped.jpeg,2,1,2
hand1_2_left_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_left_seg_3_cropped.jpeg,2,4,2
hand1_2_left_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_left_seg_4_cropped.jpeg,2,3,2
hand1_2_left_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_left_seg_5_cropped.jpeg,2,4,2
hand1_2_right_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_right_seg_1_cropped.jpeg,2,2,2
hand1_2_right_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_right_seg_2_cropped.jpeg,2,1,2
hand1_2_right_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_right_seg_3_cropped.jpeg,2,0,2
hand1_2_right_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_right_seg_4_cropped.jpeg,2,3,2
hand1_2_right_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_right_seg_5_cropped.jpeg,2,3,2
hand1_2_top_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_top_seg_1_cropped.jpeg,2,4,2
hand1_2_top_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_top_seg_2_cropped.jpeg,2,4,2
hand1_2_top_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_top_seg_3_cropped.jpeg,2,0,2
hand1_2_top_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_top_seg_4_cropped.jpeg,2,2,2
hand1_2_top_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand1_2_top_seg_5_cropped.jpeg,2,1,2
hand2_2_bot_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_bot_seg_1_cropped.jpeg,2,1,2
hand2_2_bot_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_bot_seg_2_cropped.jpeg,2,3,2
hand2_2_bot_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_bot_seg_3_cropped.jpeg,2,2,2
hand2_2_bot_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_bot_seg_4_cropped.jpeg,2,2,2
hand2_2_bot_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_bot_seg_5_cropped.jpeg,2,4,2
hand2_2_dif_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_dif_seg_1_cropped.jpeg,2,4,2
hand2_2_dif_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_dif_seg_2_cropped.jpeg,2,4,2
hand2_2_dif_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_dif_seg_3_cropped.jpeg,2,1,2
hand2_2_dif_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_dif_seg_4_cropped.jpeg,2,4,2
hand2_2_dif_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_dif_seg_5_cropped.jpeg,2,0,2
hand2_2_left_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_left_seg_1_cropped.jpeg,2,2,2
hand2_2_left_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_left_seg_2_cropped.jpeg,2,0,2
hand2_2_left_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_left_seg_3_cropped.jpeg,2,3,2
hand2_2_left_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_left_seg_4_cropped.jpeg,2,0,2
hand2_2_left_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_left_seg_5_cropped.jpeg,2,4,2
hand2_2_right_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_right_seg_1_cropped.jpeg,2,1,2
hand2_2_right_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_right_seg_2_cropped.jpeg,2,0,2
hand2_2_right_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_right_seg_3_cropped.jpeg,2,2,2
hand2_2_right_seg_4_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_right_seg_4_cropped.jpeg,2,2,2
hand2_2_right_seg_5_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_right_seg_5_cropped.jpeg,2,1,2
hand2_2_top_seg_1_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_top_seg_1_cropped.jpeg,2,3,2
hand2_2_top_seg_2_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_top_seg_2_cropped.jpeg,2,0,2
hand2_2_top_seg_3_cropped.jpeg,D:\courses\kaggle_dl_proj\input\data\2\hand2_2_top_seg_3_cropped.jpeg,2,2,2
